status	maker	name	type	licence_state	licence_note	schematic_url	schematic_checked	repo_url	instructions_url	store_url
HAVE - commercial table	AI Synthesis	AI002 Mixer	Audio / CV mixer	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2026/02/AI002-Mixer-Schematic.pdf			https://aisynthesis.com/ai002-diy-eurorack-mixer-module-build/	https://aisynthesis.com/product/eurorack-audio-and-cv-mixer/
HAVE - commercial table	AI Synthesis	AI003 Looping ADSR	Looping ADSR	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2026/02/adsr.pdf			https://aisynthesis.com/ai003-looping-adsr-build-guide/	https://aisynthesis.com/product/looping-adsr-envelope-generator-diy-kit/
HAVE - commercial table	AI Synthesis	AI004 Filter	MS-20-style VCF	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2020/05/MS20v2.5.pdf			https://aisynthesis.com/how-to-build-ai004-diy-eurorack-ota-filter-vcf-v2/	https://aisynthesis.com/product/diy-ms-20-filter/
HAVE - commercial table	AI Synthesis	AI007 Quad VCA Mixer	Quad VCA / mixer	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2020/04/ai007-Quad-VCA-v1.pdf			https://aisynthesis.com/how-to-build-the-ai007-eurorack-quad-vca-mixer/	https://aisynthesis.com/product/ai007-quad-vca-mixer/
HAVE - commercial table	AI Synthesis	AI011 Analog VCO	Analog VCO	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2025/11/3340VCOc-v1.pdf			https://aisynthesis.com/how-to-build-ai011-eurorack-vco-module/	https://aisynthesis.com/product/ai011-voltage-controlled-oscillator/
HAVE - commercial table	AI Synthesis	AI017 Low Pass Gate	Vactrol low-pass gate	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2022/03/LPGv0.pdf			https://aisynthesis.com/diy-low-pass-gate/	https://aisynthesis.com/product/ai017-low-pass-gate/
HAVE - commercial table	AI Synthesis	AI022 Harmonic Mixer	CP3-style mixer	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2022/04/AI022.pdf			https://aisynthesis.com/diy-harmonic-mixer/	https://aisynthesis.com/product/harmonic-cp3-style-mixer/
HAVE - commercial table	AI Synthesis	AI028 VC Matrix Mixer	Voltage-controlled matrix mixer	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2025/03/AI028-Voltage-Controlled-Matrix-Mixer.pdf			https://aisynthesis.com/how-to-build-the-ai028-diy-voltage-controlled-matrix-mixer/	https://aisynthesis.com/product/ai028-voltage-controlled-matrix-mixer/
HAVE - commercial table	Barton Musical Circuits	Analog Drum (BMC018)	Analog drum voice	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/drum/index.html	https://synthcube.com/barton-bmc018-analog-drum/
HAVE - commercial table	Barton Musical Circuits	Auto-Seq (BMC022)	Self-programming sequencer	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/autoseq/index.html	https://synthcube.com/barton-bmc022-auto-seq/
HAVE - commercial table	Barton Musical Circuits	CV Arpeggiator (BMC003)	CV arpeggiator	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/arpeggiator/index.html	
HAVE - commercial table	Barton Musical Circuits	Clock + 4X Divider (BMC004)	VC master clock / divider	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/vcclock/index.html	https://synthcube.com/barton-bmc004-clock-4x-divider/
HAVE - commercial table	Barton Musical Circuits	Delaying AR Generator (BMC019)	Delayed AR envelope	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/dar/index.html	https://synthcube.com/barton-bmc019-delaying-ar-generator/
HAVE - commercial table	Barton Musical Circuits	Dual Decaying Noise (BMC010)	Percussive noise voice	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/ddn/index.html	https://synthcube.com/barton-bmc010-dual-decaying-noise/
HAVE - commercial table	Barton Musical Circuits	Dual Nice Quantizer (BMC016)	Dual quantizer	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/dnq/index.html	https://synthcube.com/barton-bmc016-dual-nice-quantizer-euro/
HAVE - commercial table	Barton Musical Circuits	Dual Simple Quantizer (BMC001)	Dual quantizer	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/cvquant/index.html	https://synthcube.com/barton-bmc001-dual-quantizer-euro/
HAVE - commercial table	Barton Musical Circuits	FM Drum (BMC025)	FM percussion voice	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/fmd/index.html	https://synthcube.com/barton-bmc025-fm-drum/
HAVE - commercial table	Barton Musical Circuits	Gate Delay Looper (BMC014)	Gate delay / looper	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/gdelay/index.html	https://synthcube.com/barton-bmc014-gate-delay-looper/
HAVE - commercial table	Barton Musical Circuits	Multi-Window Comparator (BMC008)	Multi-window comparator	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/MWC/index.html	https://synthcube.com/barton-bmc008-multi-window-comparator/
HAVE - commercial table	Barton Musical Circuits	Quad VCA/Mixer (BMC015)	Quad VCA / mixer	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/vcamix/index.html	https://synthcube.com/barton-bmc015-quad-vca-mixer-euro/
HAVE - commercial table	Barton Musical Circuits	Rando Chordo (BMC026)	Random chord quantizer	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/ranchord/index.html	https://synthcube.com/barton-bmc026-rando-chordo/
HAVE - commercial table	Barton Musical Circuits	Random Resonator (BMC013)	Random resonator	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/randres/index.html	https://synthcube.com/barton-bmc013-random-resonator/
HAVE - commercial table	Barton Musical Circuits	Random Rhythms (BMC027)	Random rhythm sequencer	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/ranrhythm/index.html	https://synthcube.com/barton-bmc027-random-rhythms/
HAVE - commercial table	Barton Musical Circuits	Stepped CV Generator (BMC012)	Stepped CV source	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/steppedcv/index.html	https://synthcube.com/barton-bmc012-stepped-cv-generator/
HAVE - commercial table	Barton Musical Circuits	Voltage to Rhythm Converter (BMC006)	Voltage-to-rhythm	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/v2r/index.html	https://synthcube.com/barton-bmc006-voltage-to-rhythm-converter/
HAVE - commercial table	Barton Musical Circuits	Wave Animator (BMC011)	Triple-LFO animator	Proprietary	No licence published				https://www.bartonmusicalcircuits.com/saw/index.html	https://synthcube.com/barton-bmc011-wave-animator-euro/
HAVE - commercial table	Befaco	1U TRS	TRS I/O (Intellijel 1U)	Proprietary	No hardware licence published	https://befaco.org/docs/TRS/TRS_Schematic.pdf			https://befaco.org/docs/TRS/1U_TRS_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-1u-trs/
HAVE - commercial table	Befaco	A*B+C	Dual four-quadrant multiplier / VCA / ring mod (A*B+C)	Proprietary	No hardware licence published	https://www.befaco.org/docs/AB%2BC/AB%2BC_V2_1_Schematic.pdf			https://www.befaco.org/docs/AB%2BC/AB%2BC_V2_1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-abc-kit-new/
HAVE - commercial table	Befaco	ADSR	VC-ADSR envelope	Proprietary	No hardware licence published	https://www.befaco.org/docs/ADSR/ADSR_V2_0_3_Schematic.pdf			https://www.befaco.org/docs/ADSR/ADSR_V2_0_3_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/adsr/
HAVE - commercial table	Befaco	Atte	Attenuator / offset	Proprietary	No hardware licence published				https://www.befaco.org/docs/ATTE/ATTE_V3_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-atte-kit/
HAVE - commercial table	Befaco	BF-22 Dual Sallen VCF	Dual Sallen-Key filter	Proprietary	No hardware licence published	https://www.befaco.org/docs/BF-22/BF_22_V3_3_Schematic.pdf			https://www.befaco.org/docs/BF-22/BF_22_V3_3_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-bf-22-dual-sallen-vcf-full-diy-kit/
HAVE - commercial table	Befaco	Bandit	Four-band spectral processor / filterbank	Proprietary	No hardware licence published	https://www.befaco.org/docs/Bandit/Bandit_PCB_THT_V1.pdf			https://www.befaco.org/docs/Bandit/Bandit_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-bandit-kit/
HAVE - commercial table	Befaco	Burst	Burst / trigger generator	Proprietary	No hardware licence published	https://www.befaco.org/docs/Burst/Burst_V3_Schematic.pdf			https://www.befaco.org/docs/Burst/Burst_V3_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-burst-kit/
HAVE - commercial table	Befaco	Chopping Kinky	Waveshaper / VCA	Proprietary	No hardware licence published	https://befaco.org/docs/Chopping_Kinky/Chopping_Kinky_V1_Schematic.pdf			https://befaco.org/docs/Chopping_Kinky/Chopping%20Kinky_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-chopping-kinky/
HAVE - commercial table	Befaco	Crush Delay v3	Delay / bitcrusher	Proprietary	No hardware licence published	https://befaco.org/docs/Crush_Delay/Crush_Delay_V3_Schematic.pdf			https://befaco.org/docs/Crush_Delay/Crush_Delay_V3_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-crush-delay-full-diy-kit/
HAVE - commercial table	Befaco	FxBoy	Cartridge multi-effect	Proprietary	No hardware licence published	https://www.befaco.org/docs/FX_Boy/FxBoy_V1_Schematic.pdf			https://www.befaco.org/docs/FX_Boy/FXBoy_V1_Assembly_Manual.pdf	https://shop.befaco.org/full-kits/1298-fxboy-diy-kit-8436590351703.html
HAVE - commercial table	Befaco	I4 Instrument Interface	Instrument interface / preamp	Proprietary	No hardware licence published	https://befaco.org/docs/Instrument_Interface/I4_Schematic.pdf			https://befaco.org/docs/Instrument_Interface/I4_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-i%c2%b2-instrument-interface-full-diy-kit/
HAVE - commercial table	Befaco	Input Amplifier	Line/instrument input	Proprietary	No hardware licence published	https://www.befaco.org/docs/INamp/INamp_V1_4_Schematic.pdf			https://www.befaco.org/docs/INamp/INamp_V1_4_Assembly_Guide.pdf	https://www.thonk.co.uk/shop/befaco-input-amplifier-full-diy-kit/
HAVE - commercial table	Befaco	Iroi	Multi-effect	Proprietary	No hardware licence published	https://www.befaco.org/docs/Iroi/Iroi_V1_THT_Schematic.pdf			https://www.befaco.org/docs/Iroi/Iroi_V1a_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-iroi/
HAVE - commercial table	Befaco	Kickall	Kick drum voice	Proprietary	No hardware licence published	https://www.befaco.org/docs/Kickall/Kickall_V1C_Schematic.pdf			https://www.befaco.org/docs/Kickall/Kickall_V1C_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-kickall/
HAVE - commercial table	Befaco	MEX	Muxlicer expander	Proprietary	No hardware licence published	https://www.befaco.org/docs/MEX/Mex_V1_Schematic.pdf			https://www.befaco.org/docs/MEX/MEX_v1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-mex-kit/
HAVE - commercial table	Befaco	MIDI Thing V2	MIDI-to-CV	Proprietary	No hardware licence published				https://befaco.org/docs/Midi_thing_V2/Midi_Thing_V2_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-midi-thing-v2-kit/
HAVE - commercial table	Befaco	Morphader	VC crossfader / mixer	Proprietary	No hardware licence published	https://www.befaco.org/docs/Morphader/Morphader_V1.pdf			https://www.befaco.org/docs/Morphader/Morphader_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-morphader-kit/
HAVE - commercial table	Befaco	MuDi	Multiple / distributor	Proprietary	No hardware licence published				https://www.befaco.org/docs/MuDi/MuDi_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-mudi-kit/
HAVE - commercial table	Befaco	Muxlicer	Sequential signal source / switch	Proprietary	No hardware licence published	https://www.befaco.org/docs/Muxlicer/Muxlicer_V1_3_Schematic.pdf			https://www.befaco.org/docs/Muxlicer/Muxlicer_v1_3_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-muxslicer-kit/
HAVE - commercial table	Befaco	Noise Plethora	Noise / chaos source	Proprietary	No hardware licence published	https://www.befaco.org/docs/Noise_Plethora/Noise_Plethora_V1_THT_sch.pdf			https://www.befaco.org/docs/Noise_Plethora/Noise_Plethora_V1_1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-noise-plethora/
HAVE - commercial table	Befaco	Octaves VCO	Wavetable VCO	Proprietary	No hardware licence published				https://www.befaco.org/docs/Octaves/Octaves_VCO_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-octaves-vco-kit/
HAVE - commercial table	Befaco	Oneiroi	Stereo multi-effect / looper	Proprietary	Firmware GPL-3.0, no hardware licence	https://befaco.org/docs/Oneiroi/Oneiroi_0_1_THT.pdf			https://befaco.org/docs/Oneiroi/Oneiroi_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-oneiroi/
HAVE - commercial table	Befaco	Out 1U	Output (Intellijel 1U)	Proprietary	No hardware licence published	https://befaco.org/docs/Out/1U_Ouput_V3_Schematic.pdf			https://befaco.org/docs/Out/1U_Out_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-out-1u-kit/
HAVE - commercial table	Befaco	Output Module III	Output / headphone	Proprietary	No hardware licence published	https://befaco.org/docs/Out/Output_V3_Schematic.pdf			https://www.befaco.org/docs/Out/Out_V3_1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-output-module/
HAVE - commercial table	Befaco	Percall	Percussion / envelopes	Proprietary	No hardware licence published	https://www.befaco.org/docs/Percall/Percall_V1_Schematic.pdf			https://www.befaco.org/docs/Percall/Percall_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/percall/
HAVE - commercial table	Befaco	Pony VCF	Filter	Proprietary	No hardware licence published	https://www.befaco.org/docs/Pony_VCF/Pony_VCF_THT_schematic.pdf			https://www.befaco.org/docs/Pony_VCF/Pony_VCF_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-pony-vcf-kit/
HAVE - commercial table	Befaco	Pony VCO	Analog VCO	Proprietary	No hardware licence published				https://www.befaco.org/docs/Pony/Pony_VCO_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-pony-vco/
HAVE - commercial table	Befaco	Rampage	Dual function generator / slew	Proprietary	No hardware licence published	https://www.befaco.org/docs/Rampage/Rampage_V1_4_Sch.pdf			https://www.befaco.org/docs/Rampage/Rampage_V1_4_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-rampage-full-diy-kit/
HAVE - commercial table	Befaco	ST AMP 1U	Stereo line amp (Intellijel 1U)	Proprietary	No hardware licence published	https://befaco.org/docs/STAmp/1U_StAmp_Schematic.pdf			https://befaco.org/docs/STAmp/1U_STAmp_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-st-amp-1u-kit/
HAVE - commercial table	Befaco	STMix	Stereo mixer	Proprietary	No hardware licence published	https://www.befaco.org/docs/StMix/StMix_V2_Schematic.pdf			https://www.befaco.org/docs/StMix/StMix_V2_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-stmix/
HAVE - commercial table	Befaco	STMix 1U	Stereo mixer (Intellijel 1U)	Proprietary	No hardware licence published	https://befaco.org/docs/StMix/1U_StMix_schematic.pdf			https://befaco.org/docs/StMix/1U_StMix_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-st-mix-1u-kit/
HAVE - commercial table	Befaco	Sampling Modulator	Sample-rate reducer / S&H	Proprietary	No hardware licence published	https://befaco.org/docs/Sampling_Modulator/Sampling_Modulator_V1_6_1_Schematic.pdf			https://befaco.org/docs/Sampling_Modulator/Sampling_Modulator_V1_6_1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/sampling-modulator/
HAVE - commercial table	Befaco	Slew	Slew limiter	Proprietary	No hardware licence published	https://www.befaco.org/docs/Slew/slew_1_2.pdf			https://www.befaco.org/docs/Slew/Slew_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-slew-kit/
HAVE - commercial table	Befaco	Voltio	USB voltage source	Proprietary	No hardware licence published	https://befaco.org/docs/Voltio/Voltio_V1_schematic.pdf			https://befaco.org/docs/Voltio/Voltio_V1_Assembly_Manual.pdf	https://www.thonk.co.uk/shop/befaco-voltio-kit/
HAVE - commercial table	Nonlinear Circuits	1U Difference Rectifier	Difference rectifier (Intellijel 1U)	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/1u_diff-rect_build_and_bom.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/1u_diff-rect_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/1u-diff-rect
HAVE - commercial table	Nonlinear Circuits	1U Sloth Chaos	Slow chaos generator (1U)	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/1u_sloth_build_and_bom.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/1u_sloth_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/1u-sloth-chaos
HAVE - commercial table	Nonlinear Circuits	4HP Mix	Attenuverting mixer	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/4hp_mix_build_and_bom.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/4hp_mix_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/4hp-mix
HAVE - commercial table	Nonlinear Circuits	4HP Neuron	Neuron and difference rectifier	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/4HP-Neuron-Build-and-BOM.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/4HP-Neuron-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/4hpneuron
HAVE - commercial table	Nonlinear Circuits	7555 VCO	Sawtooth VCO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/7555-VCO-Build-and-BOM-v2.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/7555-VCO-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/7555vco
HAVE - commercial table	Nonlinear Circuits	BBX291 VCF	Filter	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/BBX291-Build-and-BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/BBX291-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/bbx291
HAVE - commercial table	Nonlinear Circuits	BOOLs	Logic and S&H	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/BOOLs-BOM-guide-vers1.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/BOOLs-BOM-guide-vers1.pdf	https://www.nonlinearcircuits.com/modules/p/bools
HAVE - commercial table	Nonlinear Circuits	Bindubba	Generative sequencer	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/bindubba_sequencer_build_and_bom.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/bindubba_sequencer_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/bindubba
HAVE - commercial table	Nonlinear Circuits	Brain Custard	Audio-rate chaos noise	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/BrainCustard_BuildBOM_vers1.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/BrainCustard_BuildBOM_vers1.pdf	https://www.nonlinearcircuits.com/modules/p/brain-custard
HAVE - commercial table	Nonlinear Circuits	Bulbous Also Tapered VCF	Dual SSI2140 filter	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/BULBOUS-ALSO-TAPERED-VCF-Build-and-BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/BULBOUS-ALSO-TAPERED-VCF-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/bulbousalsotapered
HAVE - commercial table	Nonlinear Circuits	CEM3340 VCO	Analog VCO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/CEM3340VCO-BUILD-NOTES.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/CEM3340VCO-BUILD-NOTES.pdf	https://www.nonlinearcircuits.com/modules/p/cem3340-vco
HAVE - commercial table	Nonlinear Circuits	Cellular Automata	CA gate and pattern generator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Cellular-Automata-Build-and-BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Cellular-Automata-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/cellular-automata
HAVE - commercial table	Nonlinear Circuits	Comparators	Six comparators	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/COMPARATORS-Build-and-BOM.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/COMPARATORS-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/comparators
HAVE - commercial table	Nonlinear Circuits	Coupled Comparators	Comparators and hyperchaos	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/COUPLED-COMPARATORS-Build-and-BOM-5nds.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/COUPLED-COMPARATORS-Build-and-BOM-5nds.pdf	https://www.nonlinearcircuits.com/modules/p/coupledcomparators
HAVE - commercial table	Nonlinear Circuits	Dactrol	Vactrol multiplying DAC	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/DACTROL-Build-and-BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/DACTROL-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/dactrol
HAVE - commercial table	Nonlinear Circuits	Digital Filter Simulator	Analog digital-filter emulation	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/digi-filter_simulator_build_and_bom.pdf#page=5	schematic on page 5 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/digi-filter_simulator_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/digital-filter-simulator
HAVE - commercial table	Nonlinear Circuits	Divide & Conquer	Clock divider	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Divide-Conquer-build-and-BOM.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Divide-Conquer-build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/divide-and-conquer
HAVE - commercial table	Nonlinear Circuits	Double Penetration (DP) Filter	Dual opto ladder filter	Proprietary	No licence published		build PDF opened, no schematic in it (2026-09-26)		https://www.nonlinearcircuits.com/s/Double-Penetration-Filter-build-notes.pdf	https://www.nonlinearcircuits.com/modules/p/double-penetration-dp-filter
HAVE - commercial table	Nonlinear Circuits	Dual LFO	Dual wide-range LFO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/WAMOD10-dual-LFO.pdf#page=2	schematic on page 2 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/WAMOD10-dual-LFO.pdf	https://www.nonlinearcircuits.com/modules/p/dual-lfo-1
HAVE - commercial table	Nonlinear Circuits	Dual LFO/VCO	Dual LFO / VCO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/dual_lfo-vco_build_and_bom.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/dual_lfo-vco_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/dual-lfo
HAVE - commercial table	Nonlinear Circuits	Dual Low Pass Gate	Dual low-pass gate	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/DUAL-LPG-build-and-BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/DUAL-LPG-build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/dual-lpg
HAVE - commercial table	Nonlinear Circuits	Dual OTA VCO	Dual triangle-core VCO	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/ota-vco-build-guide.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/ota-vco-build-guide.pdf	https://www.nonlinearcircuits.com/modules/p/dual-ota-vco
HAVE - commercial table	Nonlinear Circuits	Epilogue VCF	Voltage controlled filter	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/Epilogue-VCF-build-and-BOM2.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/Epilogue-VCF-build-and-BOM2.pdf	https://www.nonlinearcircuits.com/modules/p/epilogue
HAVE - commercial table	Nonlinear Circuits	FK1T VCF	Vactrol LP/HP filter	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/FK1T_build_BOM.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/FK1T_build_BOM.pdf	https://www.nonlinearcircuits.com/modules/p/fk1t-vcf
HAVE - commercial table	Nonlinear Circuits	FM OP	Through-zero FM operator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/FM-OP-Build-and-BOM.pdf#page=6	schematic on page 6 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/FM-OP-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/fmop
HAVE - commercial table	Nonlinear Circuits	Fast & Bulbous VCF	SSI2140 filter/phaser	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/FAST-AND-BULBOUS-VCF-Build-and-BOM.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/FAST-AND-BULBOUS-VCF-Build-and-BOM.pdf	https://www.nonlinearcircuits.com/modules/p/fastbulbous
HAVE - commercial table	Nonlinear Circuits	Feague	VCF and quadrature oscillator	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/FEAGUEbuildBOM-yxyz.pdf#page=4	schematic on page 4 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/FEAGUEbuildBOM-yxyz.pdf	https://www.nonlinearcircuits.com/modules/p/feague
HAVE - commercial table	Nonlinear Circuits	Flipflop Chaos	Chaotic gate and trigger source	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/FF-Chaos-build-notes.pdf#page=8	schematic on page 8 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/FF-Chaos-build-notes.pdf	https://www.nonlinearcircuits.com/modules/p/flipflop-chaos
HAVE - commercial table	Nonlinear Circuits	GENiE	Gene-sequencer / random	Proprietary	No licence published	https://www.nonlinearcircuits.com/s/genie_build_and_bom.pdf#page=3	schematic on page 3 of the build/BOM PDF (rendered and looked at, 2026-09-26)		https://www.nonlinearcircuits.com/s/genie_build_and_bom.pdf	https://www.nonlinearcircuits.com/modules/p/genie
